0.0	 0.0 
0.1	 0.0998334166468 
0.2	 0.198669330795 
0.3	 0.295520206661 
0.4	 0.389418342309 
0.5	 0.479425538604 
0.6	 0.564642473395 
0.7	 0.644217687238 
0.8	 0.7173560909 
0.9	 0.783326909627 
1.0	 0.841470984808 
1.1	 0.891207360061 
1.2	 0.932039085967 
1.3	 0.963558185417 
1.4	 0.985449729988 
1.5	 0.997494986604 
1.6	 0.999573603042 
1.7	 0.991664810452 
1.8	 0.973847630878 
1.9	 0.946300087687 
2.0	 0.909297426826 
2.1	 0.863209366649 
2.2	 0.80849640382 
2.3	 0.745705212177 
2.4	 0.675463180551 
2.5	 0.598472144104 
2.6	 0.515501371821 
2.7	 0.427379880234 
2.8	 0.334988150156 
2.9	 0.239249329214 
3.0	 0.14112000806 
3.1	 0.0415806624333 
3.2	 -0.0583741434276 
3.3	 -0.157745694143 
3.4	 -0.255541102027 
3.5	 -0.35078322769 
3.6	 -0.442520443295 
3.7	 -0.529836140908 
3.8	 -0.611857890943 
3.9	 -0.687766159184 
4.0	 -0.756802495308 
4.1	 -0.818277111064 
4.2	 -0.871575772414 
4.3	 -0.916165936749 
4.4	 -0.95160207389 
4.5	 -0.977530117665 
4.6	 -0.993691003633 
4.7	 -0.999923257564 
4.8	 -0.996164608836 
4.9	 -0.982452612624 
5.0	 -0.958924274663 
5.1	 -0.925814682328 
5.2	 -0.88345465572 
5.3	 -0.832267442224 
5.4	 -0.772764487556 
5.5	 -0.70554032557 
5.6	 -0.631266637872 
5.7	 -0.550685542598 
5.8	 -0.464602179414 
5.9	 -0.37387666483 
6.0	 -0.279415498199 
6.1	 -0.182162504272 
6.2	 -0.0830894028175 
6.3	 0.0168139004844 
6.4	 0.11654920485 
6.5	 0.215119988088 
6.6	 0.311541363513 
6.7	 0.404849920617 
6.8	 0.494113351139 
6.9	 0.578439764388 
7.0	 0.656986598719 
7.1	 0.728969040126 
7.2	 0.793667863849 
7.3	 0.850436620629 
7.4	 0.898708095812 
7.5	 0.937999976775 
7.6	 0.967919672031 
7.7	 0.988168233877 
7.8	 0.998543345375 
7.9	 0.99894134184 
8.0	 0.989358246623 
8.1	 0.969889810845 
8.2	 0.94073055668 
8.3	 0.902171833756 
8.4	 0.854598908088 
8.5	 0.798487112623 
8.6	 0.734397097874 
8.7	 0.662969230082 
8.8	 0.584917192892 
8.9	 0.501020856458 
9.0	 0.412118485242 
9.1	 0.319098362349 
9.2	 0.2228899141 
9.3	 0.124454423507 
9.4	 0.0247754254534 
9.5	 -0.0751511204618 
9.6	 -0.174326781223 
9.7	 -0.271760626411 
9.8	 -0.366479129252 
9.9	 -0.457535893775 
